respondent_id,segment_true,age_range,gender,country,income_bracket,respondent_role,heritage_connection,items_purchased_12m,items_purchased_12m_raw,buying_channels,product_interests,top_frustration,appeal_score,trust_factors,trust_count,membership_interest,nps_score,max_price_small_piece_usd,max_price_large_piece_usd,authenticity_premium_pct,future_purchases_per_year,main_purchase_blocker,top_wishlist_feature,wants_launch_notification,age_range_ordinal,income_bracket_ordinal,items_purchased_12m_ordinal,membership_interest_ordinal,segment_true_code,channel_Direct_from_artisans_travel,channel_Dont_currently_buy,channel_Galleries_or_exhibitions,channel_Local_boutiques,channel_Online_marketplaces,channel_Other,channel_no_response,interest_Furniture,interest_Home_decor,interest_Jewelry,interest_Pottery_ceramics,interest_Religious_spiritual_items,interest_Textiles_apparel,interest_Wall_art_paintings,interest_no_response,trust_Authentication_certification_per_piece,trust_Named_verified_artisan_profiles,trust_Personal_referral,trust_Recognized_brand_or_press_coverage,trust_Reviews_from_other_collectors,trust_Strong_return_refund_policy,trust_no_response,annual_spending_potential_usd,high_intent_customer,premium_buyer,high_trust_customer
R0579,Global Design & Decor Collector,45-54,Female,Italy,$50-100K,Individual collector,"Strong personal interest, not Indian-origin",1-2,1,Local boutiques; Online marketplaces; Direct from artisans/travel,Textiles & apparel; Furniture,Authenticity doubts,5,Authentication/certification per piece; Strong return/refund policy; Personal referral,3,No,8,158.0,689.0,62.4,1.0,Trust/authenticity doubts,Faster shipping,True,4,3.0,1,0,4,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,158.0,0,0,0
R0024,Global Design & Decor Collector,25-34,Female,France,$25-50K,Retailer or boutique owner,"Strong personal interest, not Indian-origin",1-2,1,Online marketplaces,Wall art & paintings; Furniture; Pottery & ceramics; Religious/spiritual items,Other/none,4,Authentication/certification per piece,1,"Yes, definitely",5,110.0,675.0,48.55,5.0,Shipping/customs concerns,Video story of the artisan,True,2,2.0,1,2,4,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,550.0,1,0,0
R0031,Conscious Luxury Consumer,45-54,Male,Germany,Under $25K,Individual collector,Indian-origin,1-2,2,Online marketplaces; Other,Furniture,Authenticity doubts,3,Named verified artisan profiles; Reviews from other collectors,2,No,4,23.0,30.0,45.1,0.0,Trust/authenticity doubts,Video story of the artisan,False,4,1.0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0
R0618,Diaspora Heritage Buyer,18-24,Female,USA,$50-100K,Individual collector,Indian-origin,1-2,2,Local boutiques; Online marketplaces,Home decor; Wall art & paintings; Religious/spiritual items,No provenance story,3,Reviews from other collectors,1,No,2,83.0,484.0,24.5,0.0,Price too high,Financing/installment options,False,1,3.0,1,0,2,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0.0,0,0,0
R0011,Diaspora Heritage Buyer,45-54,Female,UAE,$50-100K,Gift buyer (personal),Indian-origin,3-5,4,Online marketplaces,Home decor; Textiles & apparel; Jewelry; Furniture,Shipping/customs issues,3,Authentication/certification per piece; Named verified artisan profiles; Personal referral,3,Possibly,1,70.0,277.0,52.7,2.0,Not enough need/interest,Financing/installment options,True,4,3.0,2,1,2,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,140.0,0,0,0
R0222,Conscious Luxury Consumer,55+,Male,USA,Under $25K,Gift buyer (personal),Professional interest (design/retail),1-2,2,Local boutiques; Online marketplaces,Textiles & apparel; Wall art & paintings; Pottery & ceramics,Inconsistent quality,2,Named verified artisan profiles; Personal referral,2,No,0,368.5,1505.0,34.5,2.0,Shipping/customs concerns,Sustainability certification,True,5,1.0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,737.0,0,0,0
R0821,Gifting & Corporate Buyer,45-54,Female,Singapore,$50-100K,Individual collector,No particular connection,3-5,3,Local boutiques; Online marketplaces,Textiles & apparel,Authenticity doubts,2,Authentication/certification per piece,1,No,1,85.0,386.0,26.3,0.0,Trust/authenticity doubts,Video story of the artisan,False,4,3.0,2,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
R0297,Gifting & Corporate Buyer,18-24,Female,India,$50-100K,Corporate gifting buyer,Indian-origin,1-2,2,Online marketplaces; Direct from artisans/travel,Home decor; Furniture,Pricing trust concerns,2,Strong return/refund policy,1,"Yes, definitely",4,34.0,1505.0,48.55,4.0,Not enough need/interest,Video story of the artisan,False,1,3.0,1,2,3,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,136.0,0,0,0
R0055,Conscious Luxury Consumer,25-34,Female,Germany,$25-50K,Gift buyer (personal),No particular connection,0,0,Local boutiques; Online marketplaces; Galleries or exhibitions,Home decor; Textiles & apparel; Jewelry; Wall art & paintings,Authenticity doubts,3,Named verified artisan profiles; Personal referral,2,"Yes, definitely",3,66.0,363.0,36.9,4.0,Shipping/customs concerns,Faster shipping,True,2,2.0,0,2,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,264.0,0,0,0
R0543,Diaspora Heritage Buyer,25-34,Female,USA,$50-100K,Other,Indian-origin,3-5,5,Don't currently buy,Home decor; Textiles & apparel; Jewelry; Wall art & paintings; Religious/spiritual items,Shipping/customs issues,2,Authentication/certification per piece; Strong return/refund policy,2,"Yes, definitely",0,60.0,207.0,30.6,2.0,Price too high,Video story of the artisan,True,2,3.0,2,2,2,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,120.0,0,0,0
R0210,Diaspora Heritage Buyer,25-34,Female,UAE,$25-50K,Individual collector,Indian-origin,1-2,1,Don't currently buy,Wall art & paintings; Furniture; Religious/spiritual items,Shipping/customs issues,3,,3,Possibly,1,49.0,363.0,43.8,2.0,Not enough need/interest,Nothing specific,True,2,2.0,1,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,98.0,0,0,0
R0605,Diaspora Heritage Buyer,55+,Male,UK,$50-100K,Individual collector,Indian-origin,1-2,2,Online marketplaces,Wall art & paintings,Authenticity doubts,3,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors; Strong return/refund policy,4,"Yes, definitely",6,52.0,269.0,84.0625,5.0,Not enough need/interest,Financing/installment options,True,5,3.0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,260.0,0,0,0
R0693,Global Design & Decor Collector,45-54,Male,France,$100-200K,Interior designer or architect,Professional interest (design/retail),3-5,5,Local boutiques,Home decor; Furniture; Pottery & ceramics,Shipping/customs issues,4,Authentication/certification per piece; Recognized brand or press coverage,2,"Yes, definitely",6,224.0,661.0,46.5,3.0,Price too high,Local pickup or showroom,True,4,4.0,2,2,4,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,672.0,1,1,0
R0663,Conscious Luxury Consumer,25-34,Female,UK,Under $25K,Individual collector,No particular connection,0,0,Online marketplaces; Galleries or exhibitions,Home decor; Pottery & ceramics,Inconsistent quality,3,Authentication/certification per piece; Named verified artisan profiles,2,No,5,41.0,183.0,37.8,0.0,Trust/authenticity doubts,Nothing specific,True,2,1.0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.0,0,0,0
R0867,Diaspora Heritage Buyer,18-24,Male,USA,$50-100K,Gift buyer (personal),"Strong personal interest, not Indian-origin",0,0,Online marketplaces,Home decor; Jewelry; Furniture,Authenticity doubts,3,Authentication/certification per piece; Personal referral,2,"Yes, definitely",5,100.0,531.0,36.0,3.0,Return policy concerns,Nothing specific,True,1,3.0,0,2,2,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,300.0,0,0,0
R0071,Gifting & Corporate Buyer,25-34,Female,India,$50-100K,Gift buyer (personal),No particular connection,1-2,2,Don't currently buy,Home decor; Textiles & apparel,Inconsistent quality,3,Named verified artisan profiles; Strong return/refund policy; Recognized brand or press coverage; Personal referral,4,Possibly,4,58.0,296.0,48.55,2.0,Shipping/customs concerns,Faster shipping,True,2,3.0,1,1,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,116.0,0,0,0
R0544,Conscious Luxury Consumer,18-24,Male,USA,Under $25K,Individual collector,No particular connection,1-2,1,Direct from artisans/travel,Home decor; Wall art & paintings; Pottery & ceramics,Authenticity doubts,4,Named verified artisan profiles,1,No,3,81.0,452.0,25.3,1.0,Trust/authenticity doubts,Sustainability certification,False,1,1.0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,81.0,0,0,0
R0108,Gifting & Corporate Buyer,55+,Male,India,$50-100K,Corporate gifting buyer,No particular connection,1-2,1,Direct from artisans/travel,Jewelry; Wall art & paintings; Religious/spiritual items,Other/none,3,Reviews from other collectors; Recognized brand or press coverage,2,Possibly,4,35.0,240.0,39.2,0.0,Shipping/customs concerns,Financing/installment options,True,5,3.0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0.0,0,0,0
R0494,Diaspora Heritage Buyer,35-44,Male,UAE,$25-50K,Individual collector,Indian-origin,1-2,2,Online marketplaces,Home decor,No provenance story,4,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors; Personal referral,4,"Yes, definitely",6,67.0,1505.0,69.5,5.0,Not enough need/interest,Local pickup or showroom,True,3,2.0,1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,335.0,1,0,0
R0591,Diaspora Heritage Buyer,45-54,Female,UAE,$50-100K,Gift buyer (personal),No particular connection,1-2,1,Online marketplaces,Home decor; Textiles & apparel; Jewelry; Religious/spiritual items,No provenance story,3,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors; Recognized brand or press coverage,4,"Yes, definitely",3,92.0,451.0,49.6,3.0,Shipping/customs concerns,Video story of the artisan,False,4,3.0,1,2,2,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,276.0,0,0,0
R0742,Global Design & Decor Collector,35-44,Female,France,$50-100K,Interior designer or architect,No particular connection,3-5,3,Local boutiques; Online marketplaces,Home decor; Furniture,Authenticity doubts,4,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors,3,"Yes, definitely",7,137.0,615.0,48.2,4.0,Not enough need/interest,Local pickup or showroom,False,3,3.0,2,2,4,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,548.0,1,0,0
R0293,Gifting & Corporate Buyer,45-54,Female,Singapore,$25-50K,Corporate gifting buyer,Professional interest (design/retail),0,0,Local boutiques; Online marketplaces,Pottery & ceramics; Religious/spiritual items,Authenticity doubts,3,Strong return/refund policy; Personal referral,2,Possibly,5,27.0,30.0,32.6,2.0,Shipping/customs concerns,Faster shipping,True,4,2.0,0,1,3,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,54.0,0,0,0
R0290,Conscious Luxury Consumer,18-24,Female,Canada,$25-50K,Gift buyer (personal),"Strong personal interest, not Indian-origin",1-2,2,Don't currently buy,Home decor; Textiles & apparel; Furniture,Inconsistent quality,3,Authentication/certification per piece; Named verified artisan profiles,2,Possibly,3,40.0,258.0,33.7,2.0,Trust/authenticity doubts,Faster shipping,False,1,2.0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,80.0,0,0,0
R0653,Conscious Luxury Consumer,45-54,Male,Canada,$25-50K,Other,No particular connection,1-2,2,Galleries or exhibitions,Home decor; Textiles & apparel; Jewelry; Wall art & paintings,Authenticity doubts,3,Authentication/certification per piece; Reviews from other collectors; Strong return/refund policy; Recognized brand or press coverage; Personal referral,5,"Yes, definitely",8,37.0,135.0,59.6,2.0,Trust/authenticity doubts,Sustainability certification,True,4,2.0,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,74.0,0,0,0
R0040,Global Design & Decor Collector,45-54,Female,France,$50-100K,Interior designer or architect,No particular connection,3-5,3,Online marketplaces,Wall art & paintings; Furniture,Inconsistent quality,5,Authentication/certification per piece; Named verified artisan profiles; Strong return/refund policy,3,"Yes, definitely",6,234.0,991.0,59.0,4.0,Shipping/customs concerns,Financing/installment options,True,4,3.0,2,2,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,936.0,1,0,0
R0590,Diaspora Heritage Buyer,35-44,Male,USA,$50-100K,Individual collector,Indian-origin,0,0,Online marketplaces,Home decor; Jewelry; Pottery & ceramics; Religious/spiritual items,No provenance story,4,Authentication/certification per piece; Named verified artisan profiles; Strong return/refund policy; Personal referral,4,No,3,67.0,190.0,58.6,0.0,Shipping/customs concerns,Sustainability certification,True,3,3.0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0.0,0,0,0
R0308,Global Design & Decor Collector,25-34,Male,France,$100-200K,Interior designer or architect,Professional interest (design/retail),1-2,1,Online marketplaces; Direct from artisans/travel,Home decor; Pottery & ceramics,Inconsistent quality,5,Personal referral,1,"Yes, definitely",10,368.5,1505.0,48.55,0.0,Trust/authenticity doubts,Faster shipping,True,2,4.0,1,2,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1,1
R0680,Gifting & Corporate Buyer,45-54,Female,India,$50-100K,Individual collector,No particular connection,3-5,3,Local boutiques; Online marketplaces; Direct from artisans/travel,Jewelry,No provenance story,4,Named verified artisan profiles,1,"Yes, definitely",6,58.0,105.0,27.3,4.0,Price too high,Financing/installment options,True,4,3.0,2,2,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,232.0,1,0,0
R0067,Diaspora Heritage Buyer,55+,Female,USA,$25-50K,Individual collector,Indian-origin,3-5,3,Local boutiques; Online marketplaces; Direct from artisans/travel,Home decor; Jewelry; Religious/spiritual items,Inconsistent quality,5,Authentication/certification per piece,1,Possibly,8,94.0,456.0,33.4,1.0,Not enough need/interest,Financing/installment options,True,5,2.0,2,1,2,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,94.0,0,0,0
R0276,Global Design & Decor Collector,35-44,Male,Italy,$50-100K,Individual collector,Professional interest (design/retail),3-5,4,Galleries or exhibitions,Home decor; Furniture,Inconsistent quality,5,Authentication/certification per piece; Reviews from other collectors; Recognized brand or press coverage; Personal referral,4,"Yes, definitely",10,83.0,1505.0,67.6,3.0,Shipping/customs concerns,Video story of the artisan,False,3,3.0,2,2,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,249.0,1,0,1
R0068,Gifting & Corporate Buyer,18-24,Male,UAE,$100-200K,Individual collector,No particular connection,1-2,2,Don't currently buy,Home decor,Authenticity doubts,3,Authentication/certification per piece,1,Possibly,8,74.0,183.0,29.9,0.0,Price too high,Video story of the artisan,True,1,4.0,1,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0
R0319,Diaspora Heritage Buyer,18-24,Male,USA,$50-100K,Gift buyer (personal),Indian-origin,0,0,Online marketplaces; Direct from artisans/travel,Wall art & paintings; Religious/spiritual items,Pricing trust concerns,2,Authentication/certification per piece; Reviews from other collectors; Personal referral,3,Possibly,4,57.0,140.0,51.7,1.0,Price too high,Nothing specific,True,1,3.0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,57.0,0,0,0
R0549,Global Design & Decor Collector,25-34,Female,UAE,$50-100K,Individual collector,Professional interest (design/retail),1-2,2,Local boutiques; Direct from artisans/travel,Home decor; Furniture; Pottery & ceramics,Inconsistent quality,5,Authentication/certification per piece; Personal referral,2,No,3,83.0,323.0,44.1,4.0,Not enough need/interest,Financing/installment options,False,2,3.0,1,0,4,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,332.0,1,0,0
R0999,Collectors Circle Prospect,35-44,Male,USA,$200K+,Other,Indian-origin,3-5,4,Direct from artisans/travel,Home decor; Textiles & apparel; Jewelry; Wall art & paintings; Furniture; Pottery & ceramics,Pricing trust concerns,5,Authentication/certification per piece; Named verified artisan profiles; Personal referral,3,"Yes, definitely",8,368.5,1505.0,63.0,3.0,Price too high,Financing/installment options,True,3,5.0,2,2,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1105.5,1,1,0
R0715,Global Design & Decor Collector,35-44,Female,France,$50-100K,Interior designer or architect,No particular connection,1-2,2,Direct from artisans/travel; Galleries or exhibitions,Home decor; Textiles & apparel,Authenticity doubts,5,Authentication/certification per piece,1,"Yes, definitely",8,209.0,874.0,45.5,8.0,Shipping/customs concerns,Video story of the artisan,True,3,3.0,1,2,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1672.0,1,0,0
R0754,Global Design & Decor Collector,45-54,Female,Italy,$100-200K,Individual collector,No particular connection,6+,6,Local boutiques,Home decor; Textiles & apparel; Wall art & paintings; Furniture; Pottery & ceramics,Pricing trust concerns,4,Named verified artisan profiles; Strong return/refund policy,2,"Yes, definitely",6,221.0,956.0,40.0,4.0,Price too high,Financing/installment options,True,4,4.0,3,2,4,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,884.0,1,1,0
R0328,Conscious Luxury Consumer,55+,Female,Germany,Under $25K,Individual collector,No particular connection,1-2,1,Don't currently buy,Pottery & ceramics,Other/none,3,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors; Recognized brand or press coverage,4,No,2,42.0,245.0,84.0625,1.0,Price too high,Financing/installment options,False,5,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,42.0,0,0,0
R0383,Conscious Luxury Consumer,25-34,Female,Netherlands,Under $25K,Individual collector,"Strong personal interest, not Indian-origin",0,0,Online marketplaces; Galleries or exhibitions; Other,Home decor; Textiles & apparel; Jewelry; Pottery & ceramics,Authenticity doubts,4,Authentication/certification per piece; Named verified artisan profiles,2,No,3,28.0,61.0,48.55,0.0,Shipping/customs concerns,Video story of the artisan,True,2,1.0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0.0,0,0,0
R0452,Conscious Luxury Consumer,18-24,Male,USA,$25-50K,Gift buyer (personal),"Strong personal interest, not Indian-origin",1-2,1,Online marketplaces; Direct from artisans/travel; Galleries or exhibitions,Textiles & apparel; Jewelry; Pottery & ceramics; Religious/spiritual items,Inconsistent quality,2,Authentication/certification per piece; Reviews from other collectors,2,No,1,37.0,154.0,33.7,1.0,Not enough need/interest,Local pickup or showroom,True,1,2.0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,37.0,0,0,0
R0523,Collectors Circle Prospect,45-54,Male,USA,$200K+,Interior designer or architect,"Strong personal interest, not Indian-origin",6+,7,Galleries or exhibitions,Textiles & apparel; Jewelry; Wall art & paintings; Furniture; Pottery & ceramics,Authenticity doubts,4,Reviews from other collectors,1,"Yes, definitely",8,368.5,1505.0,30.5,2.0,Price too high,Video story of the artisan,True,4,5.0,3,2,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,737.0,0,1,0
R0219,Conscious Luxury Consumer,35-44,Male,USA,$25-50K,Individual collector,"Strong personal interest, not Indian-origin",1-2,1,Other,Home decor; Jewelry; Pottery & ceramics,Shipping/customs issues,3,Authentication/certification per piece; Reviews from other collectors,2,No,5,43.0,167.0,41.8,0.0,Price too high,Faster shipping,False,3,2.0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0
R0788,Global Design & Decor Collector,35-44,Male,USA,$100-200K,Individual collector,Indian-origin,3-5,3,Direct from artisans/travel; Galleries or exhibitions,Wall art & paintings; Furniture,Shipping/customs issues,5,Named verified artisan profiles; Reviews from other collectors; Recognized brand or press coverage,3,"Yes, definitely",9,207.0,555.0,57.4,1.0,Price too high,Sustainability certification,True,3,4.0,2,2,4,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,207.0,0,1,1
R0437,Diaspora Heritage Buyer,18-24,Male,UAE,$50-100K,Individual collector,Indian-origin,1-2,2,Online marketplaces,Jewelry,Inconsistent quality,5,Reviews from other collectors; Personal referral,2,Possibly,7,188.0,448.0,50.3,3.0,Trust/authenticity doubts,Nothing specific,False,1,3.0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,564.0,1,0,0
R0765,Diaspora Heritage Buyer,55+,Female,UAE,$50-100K,Individual collector,No particular connection,1-2,1,Online marketplaces; Direct from artisans/travel; Other,Home decor; Textiles & apparel; Religious/spiritual items,Authenticity doubts,3,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors; Strong return/refund policy; Personal referral,5,"Yes, definitely",6,87.0,213.0,73.4,7.0,Shipping/customs concerns,Sustainability certification,False,5,3.0,1,2,2,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,609.0,0,0,0
R0089,Gifting & Corporate Buyer,25-34,Male,Singapore,$50-100K,Individual collector,"Strong personal interest, not Indian-origin",0,0,Online marketplaces; Direct from artisans/travel,Home decor,Authenticity doubts,3,Authentication/certification per piece; Personal referral,2,No,5,46.0,95.0,62.7,0.0,Price too high,Video story of the artisan,False,2,3.0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0
